solv_ratio_1,solv_ratio_2,solv_ratio_3,solv_ratio_4,mol_wt_solv_1,mol_wt_solv_2,mol_wt_solv_3,mol_wt_solv_4,mol_wt_salt,conc_salt,temperature
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.457943925,-30
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.663551402,-30
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.899065421,-30
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.095327103,-40
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.185046729,-40
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.308411215,-40
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.457943925,-40
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.663551402,-40
0.8,0.2,0,0,102.0316941,88.01604399,0,0,217.1624929,0.899065421,-40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.065420561,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.136448598,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.779439252,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.914018692,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,1.014953271,60
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.065420561,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.78317757,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.914018692,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,1.014953271,50
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.78317757,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.914018692,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,1.014953271,40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.506542056,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.786915888,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.917757009,30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.78317757,20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,0
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,0
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,0
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,0
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,0
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,0
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,-10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,-10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,-10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,-10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,-10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.652336449,-10
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,-20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,-20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,-20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,-20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,-20
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,-30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,-30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,-30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.364485981,-30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.502803738,-30
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.069158879,-40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.140186916,-40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.237383178,-40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.360747664,-40
0.6,0.4,0,0,102.0316941,118.0629942,0,0,217.1624929,0.506542056,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.496525097,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.321235521,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.32972973,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.686486486,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.321235521,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.32972973,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.321235521,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.32972973,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.496525097,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.316602317,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.32972973,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.496525097,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.321235521,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.103474903,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.316602317,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.8996139,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.316602317,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.316602317,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.497297297,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.209266409,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.316602317,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.204633205,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.496525097,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.321235521,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.204633205,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.325096525,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.501158301,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.691119691,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,0.904247104,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.108108108,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.321235521,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,275.1237556,1.492664093,-40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.213899614,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.746718147,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.825482625,60
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.218532819,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.746718147,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.825482625,50
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.218532819,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.742084942,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.825482625,40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.218532819,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.746718147,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.825482625,30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.218532819,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.742084942,20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.218532819,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.746718147,10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.213899614,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.746718147,0
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,-10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.213899614,-10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,-10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,-10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,-10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.635521236,-10
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,-20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.213899614,-20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,-20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,-20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.528957529,-20
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,-30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.213899614,-30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,-30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,-30
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.116602317,-40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.213899614,-40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.311196911,-40
0.4,0.6,0,0,102.0316941,118.0629942,0,0,275.1237556,0.427027027,-40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.088803089,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.32972973,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.367567568,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,60
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.088803089,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.190733591,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.32972973,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.918146718,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,50
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.088803089,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.32972973,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,40
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.367567568,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.677220077,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.538996139,0
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.918146718,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,-10
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.496525097,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.913513514,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.131274131,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,1.362934363,-20
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.093436293,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.186100386,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.325096525,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.491891892,-30
0.6,0.4,0,0,102.0316941,88.01604399,0,0,217.1624929,0.681853282,-30
